chrf,comet_seg,difficulty_bin,difficulty_score,id,langpair,src_lang,tgt_lang
70.3146453064527,0.9763938784599304,(0.9307763735422399-0.9958426710938243],0.978634295645502,test-en-social_112289379466442912:654:en-de,en-de,en,de
35.98800522002692,0.8785753846168518,(0.8641313217143293-0.9307763735422399],0.889705547646031,test-en-social_112112980319428992:418:en-zh,en-zh,en,zh
35.758969546060456,0.6568378806114197,(0.8641313217143293-0.9307763735422399],0.8867048415662722,test-en-social_112122127346453600:459:en-nl,en-nl,en,nl
64.06269565299648,0.8266799449920654,(0.0-0.8641313217143293],0.8307536984554013,test-en-news_newsweek.63908:46:en-es,en-es,en,es
58.797420112264376,0.8531978726387024,(0.8641313217143293-0.9307763735422399],0.8733974714527591,test-en-news_scotsman.87519:114:en-de,en-de,en,de
35.25028994216983,0.8353533744812012,(0.8641313217143293-0.9307763735422399],0.916914749563271,test-en-social_112122127346453600:461:en-zh,en-zh,en,zh
100.0,0.9889711737632751,(0.9307763735422399-0.9958426710938243],0.9640310039434654,test-en-social_112270350852000848:630:en-nl,en-nl,en,nl
67.92209113291463,0.7808942794799805,(0.9307763735422399-0.9958426710938243],0.9554526818426765,test-en-social_112166537145572640:576:en-es,en-es,en,es
71.23778033203835,0.8655135035514832,(0.0-0.8641313217143293],0.7761779343374642,test-en-news_economist.14223:25:en-de,en-de,en,de
28.09783020045309,0.7847078442573547,(0.0-0.8641313217143293],0.1875026876327152,test-en-speech_33gJqN796Eo_000:705:en-zh,en-zh,en,zh
56.463234325180956,0.9133197069168091,(0.9307763735422399-0.9958426710938243],0.9502909162196931,test-en-news_beverly_press.3585:5:en-nl,en-nl,en,nl
69.24784751662865,0.9291386008262634,(0.9307763735422399-0.9958426710938243],0.9764078236334355,test-en-literary_forever_snow_chunk_1_words_993:884:en-es,en-es,en,es
20.273099958197424,0.3114849627017975,(0.8641313217143293-0.9307763735422399],0.910071777874252,test-en-speech_OPV8Gf1FFn8_021:759:en-de,en-de,en,de
59.53605216577513,0.7865343689918518,(0.0-0.8641313217143293],0.679705174420054,test-en-social_112226149509052560:608:en-zh,en-zh,en,zh
59.893204909753415,0.8138838410377502,(0.8641313217143293-0.9307763735422399],0.8697175094826397,test-en-literary_forever_snow_chunk_2_words_986:927:en-nl,en-nl,en,nl
92.91568681621456,0.9052895307540894,(0.8641313217143293-0.9307763735422399],0.888435040536286,test-en-social_111977766001055104:226:en-es,en-es,en,es
6.047837052169595,0.3493775725364685,(0.9307763735422399-0.9958426710938243],0.9574094603160765,test-en-social_112109186993725712:281:en-de,en-de,en,de
24.4240905809835,0.8360329866409302,(0.0-0.8641313217143293],0.7999265249827369,test-en-social_112140958167999904:481:en-zh,en-zh,en,zh
53.17254186451058,0.8926316499710083,(0.8641313217143293-0.9307763735422399],0.8899825259458501,test-en-news_scotsman.87445:81:en-nl,en-nl,en,nl
70.61846524744824,0.898918092250824,(0.8641313217143293-0.9307763735422399],0.910071777874252,test-en-speech_OPV8Gf1FFn8_021:759:en-es,en-es,en,es
54.88174807977059,0.7200394868850708,(0.8641313217143293-0.9307763735422399],0.8835756641946554,test-en-social_112107496062298544:250:en-de,en-de,en,de
0.34650034650034656,0.3211078345775604,(0.9307763735422399-0.9958426710938243],0.9599404864040967,test-en-social_112109432154590752:298:en-zh,en-zh,en,zh
60.62127556644702,0.9120717644691467,(0.9307763735422399-0.9958426710938243],0.9851361495630081,test-en-news_csmonitor.com.7750:19:en-nl,en-nl,en,nl
65.47508426554667,0.8048591017723083,(0.8641313217143293-0.9307763735422399],0.9118361798995094,test-en-news_ventures_africa-ar.1773:149:en-es,en-es,en,es
1.7181715259808228,0.2995053231716156,(0.9307763735422399-0.9958426710938243],0.976809181448565,test-en-social_111977766001055104:228:en-de,en-de,en,de
50.05708504763688,0.8891746997833252,(0.8641313217143293-0.9307763735422399],0.9256244561609299,test-en-news_euronews-en.43091:33:en-zh,en-zh,en,zh
79.90671188627036,0.873030960559845,(0.8641313217143293-0.9307763735422399],0.9280835089486523,test-en-news_csmonitor.com.7750:16:en-es,en-es,en,es
94.92856631401779,0.9540792107582092,(0.9307763735422399-0.9958426710938243],0.9521238222782951,test-en-news_ventures_africa-ar.1773:142:en-de,en-de,en,de
0.9273979862215157,0.33264681696891785,(0.0-0.8641313217143293],0.8209805723568642,test-en-social_112106953594747568:237:en-zh,en-zh,en,zh
90.65329668700456,0.955964207649231,(0.9307763735422399-0.9958426710938243],0.9342912165910642,test-en-social_111977498791056432:220:en-nl,en-nl,en,nl
